245,29.0
246,30.0
247,25.0
248,22.0
249,0.0
250,8.0
251,22.0
252,11.0
253,14.0
254,10.0
255,7.0
256,6.0
257,1.0
258,2.0
264,0.0
265,0.0
266,0.0
267,0.0
268,4.0
269,1.0
271,0.0
273,0.0
285,0.0
286,0.0
287,0.0
288,1.0
289,1.0
290,2.0
291,5.0
292,3.0
293,32.0
294,27.0
295,38.0
296,35.0
297,34.0
298,34.0
299,35.0
300,38.0
301,40.0
302,27.0
303,4.0
304,13.0
305,15.0
306,12.0
307,9.0
313,0.0
314,4.0
315,5.0
316,6.0
317,5.0
336,0.0
337,3.0
338,3.0
339,2.0
343,11.0
344,30.0
345,52.0
346,49.0
347,32.0
348,30.0
349,38.0
350,40.0
351,40.0
352,41.0
353,36.0
354,24.0
355,10.0
363,15.0
364,10.0
365,2.0
366,3.0
367,3.0
368,2.0
374,0.0
388,9.0
389,13.0
392,19.0
395,37.0
397,57.0
398,32.0
399,32.0
400,36.0
401,35.0
402,38.0
403,33.0
404,33.0
405,35.0
406,51.0
413,9.0
414,20.0
415,11.0
416,7.0
417,8.0
418,0.0
425,1.0
426,1.0
427,11.0
439,11.0
443,24.0
448,33.0
449,33.0
450,35.0
451,45.0
452,48.0
457,3.0
458,28.0
466,11.0
468,6.0
472,0.0
473,20.0
474,0.0
476,8.0
477,9.0
483,25.0
484,29.0
490,1.0
496,53.0
497,52.0
498,55.0
499,73.0
500,42.0
501,38.0
502,36.0
503,49.0
504,46.0
505,0.0
524,0.0
525,32.0
526,9.0
527,11.0
528,29.0
536,43.0
537,50.0
542,0.0
543,16.0
544,15.0
545,8.0
546,8.0
548,1.0
549,1.0
550,3.0
551,70.0
552,3.0
553,60.0
554,55.0
555,57.0
574,1.0
575,9.0
576,25.0
577,24.0
578,39.0
581,6.0
588,69.0
594,17.0
595,95.0
596,8.0
597,9.0
598,3.0
599,87.0
600,5.0
601,3.0
602,2.0
603,2.0
604,67.0
605,0.0
606,0.0
607,55.0
608,0.0
618,8.0
620,9.0
621,7.0
622,8.0
623,26.0
624,49.0
625,46.0
626,62.0
627,8.0
628,0.0
630,3.0
631,8.0
636,76.0
637,93.0
644,8.0
645,12.0
646,11.0
647,1.0
648,97.0
649,90.0
650,2.0
651,97.0
652,76.0
653,69.0
654,0.0
655,0.0
662,2.0
663,9.0
664,9.0
665,8.0
666,12.0
667,12.0
668,29.0
669,36.0
670,42.0
671,52.0
672,56.0
673,61.0
674,21.0
675,25.0
676,13.0
677,13.0
678,14.0
685,1.0
689,0.0
690,88.0
691,2.0
692,2.0
693,1.0
694,83.0
695,3.0
696,3.0
697,0.0
698,72.0
699,0.0
700,0.0
706,44.0
707,17.0
708,18.0
709,20.0
710,20.0
711,28.0
712,43.0
713,40.0
714,56.0
715,57.0
716,56.0
717,16.0
718,16.0
719,11.0
720,11.0
721,12.0
722,12.0
727,1.0
728,1.0
731,0.0
732,1.0
733,2.0
734,93.0
735,103.0
736,5.0
737,88.0
738,7.0
739,0.0
740,0.0
741,0.0
746,57.0
747,23.0
748,30.0
749,18.0
750,20.0
751,28.0
752,44.0
753,46.0
754,60.0
755,66.0
756,17.0
757,13.0
758,11.0
759,15.0
760,12.0
768,0.0
769,1.0
770,2.0
771,9.0
772,13.0
773,8.0
774,5.0
775,0.0
776,0.0
777,0.0
781,61.0
782,52.0
783,24.0
784,31.0
785,16.0
786,53.0
787,68.0
788,65.0
789,57.0
790,20.0
791,17.0
792,12.0
793,15.0
794,10.0
796,3.0
797,4.0
798,3.0
799,114.0
800,1.0
801,4.0
802,9.0
803,9.0
804,9.0
805,4.0
806,3.0
807,0.0
808,0.0
809,0.0
813,62.0
814,59.0
815,43.0
816,39.0
817,61.0
818,69.0
819,55.0
820,15.0
821,15.0
822,18.0
823,15.0
824,3.0
825,3.0
826,3.0
827,4.0
828,0.0
829,5.0
830,5.0
831,11.0
832,6.0
833,4.0
834,0.0
835,0.0
837,77.0
838,67.0
839,57.0
840,29.0
841,37.0
842,46.0
843,13.0
844,16.0
846,1.0
847,3.0
848,3.0
849,2.0
850,2.0
851,0.0
852,2.0
853,2.0
854,0.0
855,0.0
856,76.0
857,78.0
858,70.0
859,38.0
860,35.0
863,1.0
864,2.0
865,3.0
866,3.0
867,0.0
868,0.0
869,0.0
