jdobs,filter,seeing,gain,zp,ezp,programid,fieldid,ccdid,qid,filterid,moonra,moondec,moonillf,moonphase,airmass,nbadbkg,bkgstd,bkgmed,diffimgname,psfimgname,Fmcmc,Fmcmc_unc,Fratio,Fratio_unc,jdref_start,jdref_end,fcqfid,mag,mag_unc,limmag
2458356.9964583,b'r',1.949,6.2,26.269495,1.10061e-05,3.0,554.0,3.0,1.0,2.0,335.449,-13.0338,-0.999996,359.764,1.042,0.0,11.647228084945676,-0.24337852001190186,ztf_20180826496458_000554_zr_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180826496458_000554_zr_c03_o_q1_diffimgpsf.fits',65.42974029093874,41.07798311935238,2.032250300604734e-09,1.2758837675683566e-09,2458312.9458906366,2458354.9970970717,5540312.0,0.0,0.0,20.488047208767085
2458357.9234028,b'r',2.069,6.2,26.25627,1.17282e-05,3.0,554.0,3.0,1.0,2.0,346.729,-9.6435,-0.991511,349.427,1.088,0.0,11.102904662036895,-0.43536674976348877,ztf_20180827423403_000554_zr_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180827423403_000554_zr_c03_o_q1_diffimgpsf.fits',51.22694115369265,41.03958395203103,1.6106101222955495e-09,1.290312633261395e-09,2458312.9458906366,2458354.9970970717,5540312.0,0.0,0.0,20.475837615639882
2458357.9325347,b'r',1.783,6.2,26.234279,1.34272e-05,1.0,554.0,3.0,1.0,2.0,346.797,-9.60428,-0.991353,349.329,1.072,0.0,11.372117893600464,0.7435332536697388,ztf_20180827432523_000554_zr_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180827432523_000554_zr_c03_o_q1_diffimgpsf.fits',23.3598979343177,41.14564300830652,7.494787795177231e-10,1.3201164830345533e-09,2458312.9458906366,2458354.9970970717,5540312.0,0.0,0.0,20.451044354881667
2458357.9848264,b'r',2.31,6.2,26.253152,1.09147e-05,3.0,554.0,3.0,1.0,2.0,347.211,-9.37319,-0.990378,348.741,1.038,0.0,10.457072091293329,-0.6212928295135498,ztf_20180827484826_000554_zr_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180827484826_000554_zr_c03_o_q1_diffimgpsf.fits',41.957186446751884,43.60449909386998,1.3229564795030077e-09,1.3748980687164967e-09,2458312.9458906366,2458354.9970970717,5540312.0,0.0,0.0,20.406898734353124
2458358.0032755,b'r',2.289,6.2,26.252612,1.09934e-05,1.0,554.0,3.0,1.0,2.0,347.37,-9.28943,-0.990029,348.539,1.049,0.0,10.848507843017575,0.8979244232177734,ztf_20180827503264_000554_zr_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180827503264_000554_zr_c03_o_q1_diffimgpsf.fits',9.834696677586201,45.02851672446798,3.102531288084595e-10,1.4205052435672282e-09,2458312.9458906366,2458354.9970970717,5540312.0,0.0,0.0,20.371467886184146
2458358.9284954,b'r',2.065,6.2,26.153952,1.45968e-05,3.0,554.0,3.0,1.0,2.0,358.562,-5.4972,-0.963929,338.103,1.074,0.0,13.724874783706666,-0.10719108581542969,ztf_20180828428484_000554_zr_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180828428484_000554_zr_c03_o_q1_diffimgpsf.fits',-40.63499253213901,55.398491679761456,-1.4038457264773253e-09,1.9138907369108947e-09,2458312.9458906366,2458354.9970970717,5540312.0,0.0,0.0,20.047782137939244
2458359.9418866,b'r',2.201,6.2,25.785731,3.91247e-05,3.0,554.0,3.0,1.0,2.0,10.4452,-1.05031,-0.917146,326.542,1.053,0.0,25.988582093811026,-3.362232208251953,ztf_20180829441887_000554_zr_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180829441887_000554_zr_c03_o_q1_diffimgpsf.fits',17.18288045245124,109.3170963627581,8.333041957958235e-10,5.301462425048112e-09,2458312.9458906366,2458354.9970970717,5540312.0,0.0,0.0,18.94158577010129
2458359.9835648,b'r',1.647,6.2,25.676705,6.26034e-05,3.0,554.0,3.0,1.0,2.0,10.7425,-0.8633,-0.914775,326.053,1.04,0.0,32.17728414993286,-3.903203010559082,ztf_20180829483553_000554_zr_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180829483553_000554_zr_c03_o_q1_diffimgpsf.fits',-5.443375752882396,107.63492599831807,-2.918678872806384e-10,5.771267660924461e-09,2458312.9458906366,2458354.9970970717,5540312.0,0.0,0.0,18.849396947745042
2458363.9646181,b'r',2.187,6.2,26.213718,8.8945e-06,1.0,554.0,3.0,1.0,2.0,61.0154,15.6354,-0.573116,278.409,1.033,0.0,8.170065540122984,0.6740341186523438,ztf_20180902464618_000554_zr_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180902464618_000554_zr_c03_o_q1_diffimgpsf.fits',-3.4569684371796945,32.675400811050054,-1.130337704051768e-10,1.068399616684947e-09,2458312.9458906366,2458354.9970970717,5540312.0,0.0,0.0,20.68074068032153
2458363.9655324,b'r',2.185,6.2,26.205416,8.6829e-06,3.0,554.0,3.0,1.0,2.0,61.0237,15.6389,-0.573056,278.402,1.033,0.0,7.561209759712218,0.166151762008667,ztf_20180902465532_000554_zr_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180902465532_000554_zr_c03_o_q1_diffimgpsf.fits',25.170817452110235,30.22458690312976,8.293367681683845e-10,9.958501057708225e-10,2458312.9458906366,2458354.9970970717,5540312.0,0.0,0.0,20.757090054585674
2458364.8841782,b'r',2.144,6.2,26.169849,8.1695e-06,3.0,554.0,3.0,1.0,2.0,74.2852,18.1332,-0.471527,266.735,1.13,0.0,6.6932773609161345,0.2554429769515991,ztf_20180903384178_000554_zr_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180903384178_000554_zr_c03_o_q1_diffimgpsf.fits',39.97391679927215,25.349174658256793,1.360934125593227e-09,8.630266837174525e-10,2458312.9458906366,2458354.9970970717,5540312.0,0.0,0.0,20.912514429732614
2458364.9134375,b'g',2.121,6.2,26.250655,1.2917e-05,3.0,554.0,3.0,1.0,1.0,74.6419,18.2446,-0.468176,266.351,1.066,0.0,6.272571358203888,-0.15326142311096191,ztf_20180903413333_000554_zg_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180903413333_000554_zg_c03_o_q1_diffimgpsf.fits',14.507695491962249,27.212606604325813,4.5849692931032166e-10,8.600191928329863e-10,2458304.9641272104,2458363.905018264,5540311.0,0.0,0.0,20.916304630677637
2458365.8893287,b'r',2.177,6.2,26.226928,7.4611e-06,3.0,554.0,3.0,1.0,2.0,89.1337,19.9338,-0.359126,253.635,1.109,0.0,5.812977339363096,-0.003680109977722168,ztf_20180904389317_000554_zr_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180904389317_000554_zr_c03_o_q1_diffimgpsf.fits',17.49281891980847,22.192003259441073,5.650522394476269e-10,7.168450778142209e-10,2458312.9458906366,2458354.9970970717,5540312.0,0.0,0.0,21.114011720353947
2458365.9044792,b'g',2.017,6.2,26.317425,1.25159e-05,3.0,554.0,3.0,1.0,1.0,89.3476,19.9779,-0.357488,253.44,1.077,0.0,4.70106139998436,-0.516194760799408,ztf_20180904404468_000554_zg_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180904404468_000554_zg_c03_o_q1_diffimgpsf.fits',27.701571873260704,18.32130733917004,8.232550680964875e-10,5.444856772902229e-10,2458304.9641272104,2458363.905018264,5540311.0,0.0,0.0,21.41260883887369
2458366.8793634,b'r',2.343,6.2,26.230213,6.7138e-06,1.0,554.0,3.0,1.0,2.0,104.28,20.4144,-0.253155,240.417,1.128,0.0,4.992434119820595,0.048059046268463135,ztf_20180905379363_000554_zr_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180905379363_000554_zr_c03_o_q1_diffimgpsf.fits',-11.63706370083338,20.43155519188925,-3.747642985233801e-10,6.57985351470512e-10,2458312.9458906366,2458354.9970970717,5540312.0,0.0,0.0,21.20703442627377
2458366.8838542,b'r',2.003,6.2,26.220749,8.1366e-06,3.0,554.0,3.0,1.0,2.0,104.353,20.4217,-0.252678,240.354,1.116,0.0,5.037446787405013,-0.019279778003692627,ztf_20180905383843_000554_zr_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180905383843_000554_zr_c03_o_q1_diffimgpsf.fits',-11.817137450705422,18.958179584525094,-3.838952044675041e-10,6.158813213751585e-10,2458312.9458906366,2458354.9970970717,5540312.0,0.0,0.0,21.278832406953107
2458366.9135532,b'g',2.402,6.2,26.298464,1.20995e-05,3.0,554.0,3.0,1.0,1.0,104.823,20.4696,-0.24966,239.955,1.058,0.0,4.0536544898986815,-0.36867034435272217,ztf_20180905413426_000554_zg_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180905413426_000554_zg_c03_o_q1_diffimgpsf.fits',16.636727782173125,19.176944660398014,5.031324292433389e-10,5.799543563633239e-10,2458304.9641272104,2458363.905018264,5540311.0,0.0,0.0,21.344090451630066
